codigo_ocorrencia,codigo_fator,fator,aspecto,condicionante,area,detalhe_fator
53498,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53499,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53500,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53501,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53519,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53543,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53545,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53546,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53547,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53550,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53551,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53552,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53553,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53554,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53555,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53556,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53557,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53559,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53561,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53562,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53563,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53564,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53565,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53566,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53567,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53568,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53571,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53572,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53574,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53576,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53577,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53578,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53579,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53580,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53581,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53601,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53625,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53626,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53628,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
53629,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60609,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60612,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60613,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60616,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60620,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60625,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60629,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60631,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60632,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60645,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60649,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60783,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
60879,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
65312,                                                                                                                                ,                                                                                                ,                             ,                                           ,                 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
